org_rel_nef,use,expected_subdir,basename,found_count,status,copied_or_sources
22r/aleph/5.8/DSC_0363.NEF,1,22r/aleph/5.8,DSC_0363,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0363_segment_1_segmented_smoothed.tif
22r/aleph/5.8/DSC_0375.NEF,1,22r/aleph/5.8,DSC_0375,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0375_segment_1_segmented_smoothed.tif
22r/aleph/5.8/DSC_0413.NEF,1,22r/aleph/5.8,DSC_0413,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0413_segment_1_segmented_smoothed.tif
22r/aleph/5.8/DSC_0407.NEF,1,22r/aleph/5.8,DSC_0407,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0407_segment_1_segmented_smoothed.tif
22r/aleph/5.8/DSC_0406.NEF,1,22r/aleph/5.8,DSC_0406,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0406_segment_1_segmented_smoothed.tif
22r/aleph/5.8/DSC_0360.NEF,1,22r/aleph/5.8,DSC_0360,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0360_segment_1_segmented_smoothed.tif
22r/aleph/5.8/DSC_0374.NEF,1,22r/aleph/5.8,DSC_0374,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0374_segment_1_segmented_smoothed.tif
22r/aleph/5.8/DSC_0412.NEF,1,22r/aleph/5.8,DSC_0412,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0412_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0087.NEF,1,22r/aleph/19.7,DSC_0087,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0087_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0044.NEF,1,22r/aleph/19.7,DSC_0044,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0044_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0050.NEF,1,22r/aleph/19.7,DSC_0050,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0050_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0078.NEF,1,22r/aleph/19.7,DSC_0078,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0078_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0051.NEF,1,22r/aleph/19.7,DSC_0051,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0051_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0086.NEF,1,22r/aleph/19.7,DSC_0086,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0086_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0090.NEF,1,22r/aleph/19.7,DSC_0090,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0090_segment_1_segmented_smoothed__1.tif
22r/aleph/19.7/DSC_0084.NEF,1,22r/aleph/19.7,DSC_0084,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0084_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0053.NEF,1,22r/aleph/19.7,DSC_0053,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0053_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0046.NEF,1,22r/aleph/19.7,DSC_0046,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0046_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0052.NEF,1,22r/aleph/19.7,DSC_0052,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0052_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0085.NEF,1,22r/aleph/19.7,DSC_0085,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0085_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0056.NEF,1,22r/aleph/19.7,DSC_0056,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0056_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0057.NEF,1,22r/aleph/19.7,DSC_0057,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0057_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0080.NEF,1,22r/aleph/19.7,DSC_0080,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0080_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0082.NEF,1,22r/aleph/19.7,DSC_0082,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0082_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0069.NEF,1,22r/aleph/19.7,DSC_0069,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0069_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0055.NEF,1,22r/aleph/19.7,DSC_0055,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0055_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0040.NEF,1,22r/aleph/19.7,DSC_0040,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0040_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0068.NEF,1,22r/aleph/19.7,DSC_0068,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0068_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0083.NEF,1,22r/aleph/19.7,DSC_0083,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0083_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0027.NEF,1,22r/aleph/19.7,DSC_0027,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0027_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0033.NEF,1,22r/aleph/19.7,DSC_0033,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0033_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0032.NEF,1,22r/aleph/19.7,DSC_0032,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0032_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0026.NEF,1,22r/aleph/19.7,DSC_0026,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0026_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0030.NEF,1,22r/aleph/19.7,DSC_0030,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0030_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0024.NEF,1,22r/aleph/19.7,DSC_0024,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0024_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0018.NEF,1,22r/aleph/19.7,DSC_0018,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0018_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0019.NEF,1,22r/aleph/19.7,DSC_0019,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0019_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0025.NEF,1,22r/aleph/19.7,DSC_0025,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0025_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0031.NEF,1,22r/aleph/19.7,DSC_0031,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0031_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0009.NEF,1,22r/aleph/19.7,DSC_0009,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0009_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0035.NEF,1,22r/aleph/19.7,DSC_0035,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0035_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0020.NEF,1,22r/aleph/19.7,DSC_0020,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0020_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0034.NEF,1,22r/aleph/19.7,DSC_0034,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0034_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0008.NEF,1,22r/aleph/19.7,DSC_0008,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0008_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0022.NEF,1,22r/aleph/19.7,DSC_0022,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0022_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0036.NEF,1,22r/aleph/19.7,DSC_0036,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0036_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0037.NEF,1,22r/aleph/19.7,DSC_0037,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0037_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0023.NEF,1,22r/aleph/19.7,DSC_0023,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0023_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0012.NEF,1,22r/aleph/19.7,DSC_0012,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0012_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0013.NEF,1,22r/aleph/19.7,DSC_0013,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0013_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0011.NEF,1,22r/aleph/19.7,DSC_0011,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0011_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0004.NEF,1,22r/aleph/19.7,DSC_0004,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0004_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0010.NEF,1,22r/aleph/19.7,DSC_0010,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0010_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0028.NEF,1,22r/aleph/19.7,DSC_0028,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0028_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0014.NEF,1,22r/aleph/19.7,DSC_0014,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0014_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0015.NEF,1,22r/aleph/19.7,DSC_0015,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0015_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0003.NEF,1,22r/aleph/19.7,DSC_0003,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0003_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0016.NEF,1,22r/aleph/19.7,DSC_0016,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0016_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0065.NEF,1,22r/aleph/19.7,DSC_0065,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0065_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0059.NEF,1,22r/aleph/19.7,DSC_0059,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0059_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0058.NEF,1,22r/aleph/19.7,DSC_0058,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0058_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0070.NEF,1,22r/aleph/19.7,DSC_0070,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0070_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0064.NEF,1,22r/aleph/19.7,DSC_0064,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0064_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0072.NEF,1,22r/aleph/19.7,DSC_0072,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0072_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0066.NEF,1,22r/aleph/19.7,DSC_0066,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0066_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0067.NEF,1,22r/aleph/19.7,DSC_0067,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0067_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0062.NEF,1,22r/aleph/19.7,DSC_0062,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0062_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0076.NEF,1,22r/aleph/19.7,DSC_0076,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0076_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0089.NEF,1,22r/aleph/19.7,DSC_0089,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0089_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0060.NEF,1,22r/aleph/19.7,DSC_0060,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0060_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0075.NEF,1,22r/aleph/19.7,DSC_0075,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0075_segment_1_segmented_smoothed.tif
22r/aleph/19.7/DSC_0049.NEF,1,22r/aleph/19.7,DSC_0049,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0049_segment_1_segmented_smoothed.tif
22r/aleph/23.7/DSC_0252.NEF,1,22r/aleph/23.7,DSC_0252,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0252_segment_1_segmented_smoothed__1.tif
22r/aleph/23.7/DSC_0253.NEF,1,22r/aleph/23.7,DSC_0253,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0253_segment_1_segmented_smoothed.tif
22r/aleph/23.7/DSC_0251.NEF,1,22r/aleph/23.7,DSC_0251,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0251_segment_1_segmented_smoothed__1.tif
22r/aleph/23.7/DSC_0244.NEF,1,22r/aleph/23.7,DSC_0244,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0244_segment_1_segmented_smoothed.tif
22r/aleph/23.7/DSC_0250.NEF,1,22r/aleph/23.7,DSC_0250,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0250_segment_1_segmented_smoothed.tif
22r/aleph/23.7/DSC_0243.NEF,1,22r/aleph/23.7,DSC_0243,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0243_segment_1_segmented_smoothed__1.tif
22r/aleph/23.7/DSC_0257.NEF,1,22r/aleph/23.7,DSC_0257,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0257_segment_1_segmented_smoothed__1.tif
22r/aleph/23.7/DSC_0256.NEF,1,22r/aleph/23.7,DSC_0256,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0256_segment_1_segmented_smoothed__1.tif
22r/aleph/23.7/DSC_0242.NEF,1,22r/aleph/23.7,DSC_0242,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0242_segment_1_segmented_smoothed__1.tif
22r/aleph/23.7/DSC_0249.NEF,1,22r/aleph/23.7,DSC_0249,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0249_segment_1_segmented_smoothed.tif
22r/aleph/23.7/DSC_0261.NEF,1,22r/aleph/23.7,DSC_0261,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0261_segment_1_segmented_smoothed.tif
22r/aleph/23.7/DSC_0260.NEF,1,22r/aleph/23.7,DSC_0260,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0260_segment_1_segmented_smoothed__1.tif
22r/aleph/23.7/DSC_0248.NEF,1,22r/aleph/23.7,DSC_0248,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0248_segment_1_segmented_smoothed.tif
23r/aleph/8.8/DSC_0143.NEF,1,23r/aleph/8.8,DSC_0143,1,FOUND_ONE,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/DSC_0143_segment_1_segmented_smoothed.tif
